TYPE,YEAR,MONTH,DOW,HOLIDAY_YN,TIME,REGION,DONG,GUBUN,ADDR,LO,LA,H_DONG,REG_CT,LABEL
승용,2020,3,목,0,15,인어공주와연일왕자,월평동,안전신문고,대전 서구 월평중로 1,127.363713,36.354771,월평1동,37,3.상습
승용,2020,3,목,0,16,장군부대찌게,둔산1동,PDA,대전 서구 둔산중로40번길 20,127.387939,36.350003,둔산1동,9,2.준상습
승용,2020,3,목,0,19,고려안경원,둔산동,생활불편신고,대전 서구 대덕대로 211 갤러리아타임월드백화점,127.378153,36.351972,둔산2동,35,3.상습
승용,2020,3,목,0,19,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,3,목,0,20,성가일식,만년동,생활불편신고,대전 서구 만년남로3번길 59,127.373266,36.365339,만년동,11,3.상습
승용,2020,3,목,0,23,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,3,금,0,0,처갓집,만년동,생활불편신고,대전 서구 만년남로3번길 1,127.376476,36.365328,만년동,28,3.상습
승용,2020,3,금,0,12,남대전농협,관저동,안전신문고,대전 서구 관저동로 86,127.341012,36.299825,관저2동,9,2.준상습
승용,2020,3,금,0,12,남대전농협,관저동,안전신문고,대전 서구 관저동로 86,127.341012,36.299825,관저2동,9,2.준상습
승용,2020,3,금,0,16,하나로 프라자,관저동,PDA,대전 서구 구봉로 121,127.336329,36.296699,관저2동,3,2.준상습
승용,2020,3,금,0,16,하나로   프라자,관저동,PDA,대전 서구 구봉로 121,127.336329,36.296699,관저2동,3,2.준상습
승용,2020,3,금,0,22,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,3,금,0,22,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,3,금,0,22,만년주먹구이,만년동,생활불편신고,대전 서구 만년남로3번길 63,127.373077,36.365329,만년동,16,3.상습
승용,2020,3,금,0,23,사루참치전문점,괴정동,생활불편신고,대전 서구 가장로 72-1,127.382836,36.335981,괴정동,15,3.상습
승용,2020,3,토,1,1,만년 주먹구이,만년동,생활불편신고,대전 서구 만년남로3번길 63,127.373077,36.365329,만년동,16,3.상습
승용,2020,3,토,1,11,센티온 오피스텔,둔산동,안전신문고,대전 서구 둔산중로 54,127.387102,36.351621,둔산1동,20,3.상습
화물4톤이하,2020,3,토,1,12,명진빌딩,둔산동,안전신문고,대전 서구 둔산중로78번길 20,127.387936,36.35332,둔산1동,1,1.일반
승용,2020,3,토,1,14,드림안경,관저동,안전신문고,대전 서구 관저로 157,127.339747,36.299349,관저2동,34,3.상습
승용,2020,3,토,1,16,스페이스편의점,관저동,안전신문고,대전 서구 관저로129번길 3 1층,127.336119,36.29914,관저2동,15,3.상습
승용,2020,3,토,1,17,등대민물매운탕,월평동,생활불편신고,대전 서구 한밭대로570번길 20,127.361808,36.357491,월평1동,2,2.준상습
승용,2020,3,토,1,18,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,3,토,1,18,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,3,토,1,19,대도집,월평동,안전신문고,대전 서구 월평중로24번길 22,127.365159,36.356527,월평1동,73,3.상습
승용,2020,3,토,1,23,아임1리터,복수동,생활불편신고,대전 서구 복수동로 65 1층,127.37879,36.298396,복수동,14,3.상습
승용,2020,3,토,1,23,둔산중학교,갈마동,안전신문고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,3,일,1,11,아루누보팰리스,탄방동,안전신문고,대전 서구 둔산중로 20,127.387261,36.348432,탄방동,35,3.상습
승용,2020,3,일,1,14,법조빌딩,둔산동,안전신문고,대전 서구 둔산중로78번길 30,127.388459,36.353332,둔산1동,8,2.준상습
승용,2020,3,일,1,14,법조빌딩,둔산동,안전신문고,대전 서구 둔산중로78번길 30,127.388459,36.353332,둔산1동,8,2.준상습
승용,2020,3,일,1,14,오아시스사우나,관저동,안전신문고,대전 서구 관저중로95번길 24,127.333311,36.300773,관저2동,7,2.준상습
승용,2020,3,일,1,19,먹태집,갈마동,생활불편신고,대전 서구 갈마역로 13-1,127.373586,36.351894,갈마1동,1,1.일반
승용,2020,3,일,1,21,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,3,월,0,12,남대전농협,관저동,안전신문고,대전 서구 관저동로 86,127.341012,36.299825,관저2동,9,2.준상습
승용,2020,3,월,0,12,남대전농협,관저동,안전신문고,대전 서구 관저동로 86,127.341012,36.299825,관저2동,9,2.준상습
승용,2020,3,월,0,15,느리울유치원,관저동,고정형CCTV,대전 서구 구봉로147번길 64,127.338679,36.299262,관저2동,63,3.상습
승용,2020,3,화,0,1,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,3,화,0,1,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
화물4톤이하,2020,3,화,0,12,향우공인중개사,변동,생활불편신고,대전 서구 도마로 60 삼정하이츠,127.376921,36.322062,도마1동,24,3.상습
승용,2020,3,화,0,15,카페 인,관저동,안전신문고,대전 서구 관저중로64번길 64,127.338326,36.297584,관저2동,7,2.준상습
승용,2020,3,화,0,19,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,3,화,0,20,만년주먹구이,만년동,생활불편신고,대전 서구 만년남로3번길 63,127.373077,36.365329,만년동,16,3.상습
승용,2020,3,화,0,20,만년주먹구이,만년동,생활불편신고,대전 서구 만년남로3번길 63,127.373077,36.365329,만년동,16,3.상습
승용,2020,3,수,0,14,서울여성병원,둔산동,안전신문고,대전 서구 문정로 7 진영빌딩,127.380589,36.345468,둔산2동,10,2.준상습
승용,2020,3,수,0,15,금복주택,월평동,안전신문고,대전 서구 월평중로24번길 22,127.365159,36.356527,월평1동,73,3.상습
승용,2020,3,수,0,16,금복주택,월평동,안전신문고,대전 서구 월평중로24번길 22,127.365159,36.356527,월평1동,73,3.상습
승용,2020,3,수,0,16,귀빈장마트 앞,도마동,고정형CCTV,대전 서구 도마로 33,127.373953,36.322641,도마1동,31,3.상습
승용,2020,3,수,0,21,사루참치전문점,괴정동,생활불편신고,대전 서구 가장로 72-1,127.382836,36.335981,괴정동,15,3.상습
승용,2020,3,수,0,21,사루참치전문점,괴정동,생활불편신고,대전 서구 가장로 72-1,127.382836,36.335981,괴정동,15,3.상습
승용,2020,3,목,0,12,사루,괴정동,생활불편신고,대전 서구 가장로 74,127.382981,36.335945,괴정동,24,3.상습
화물4톤이하,2020,3,목,0,16,귀빈장마트 앞,도마동,고정형CCTV,대전 서구 도마로 33,127.373953,36.322641,도마1동,31,3.상습
승용,2020,3,목,0,21,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,3,목,0,21,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,3,목,0,21,내동성당,내동,생활불편신고,대전 서구 도솔로252번길 19,127.378958,36.331932,내동,22,3.상습
승용,2020,3,금,0,14,타임약국,둔산동,생활불편신고,대전 서구 둔산로31번길 21,127.377256,36.352715,둔산2동,3,2.준상습
승용,2020,3,금,0,15,귀빈장마트 앞,도마동,고정형CCTV,대전 서구 도마로 33,127.373953,36.322641,도마1동,31,3.상습
화물4톤이하,2020,3,금,0,21,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승합,2020,3,금,0,21,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,3,금,0,21,초록마을,복수동,생활불편신고,대전 서구 복수동로 65 102호,127.37879,36.298396,복수동,14,3.상습
승용,2020,3,토,1,1,인어공주와연일왕자,월평1동,생활불편신고,대전 서구 한밭대로707번길 13,127.377243,36.358492,월평2동,14,3.상습
승용,2020,3,토,1,1,뽑겟몬,관저동,생활불편신고,대전 서구 관저동로93번길 27,127.338626,36.300235,관저2동,2,2.준상습
승용,2020,3,토,1,5,만년주먹구이,만년동,생활불편신고,대전 서구 만년남로3번길 63,127.373077,36.365329,만년동,16,3.상습
승용,2020,3,토,1,10,버거킹,관저동,생활불편신고,대전 서구 구봉로147번길 68-12,127.338968,36.2993,관저2동,6,2.준상습
승용,2020,3,토,1,11,순대촌,관저동,안전신문고,대전 서구 관저중로84번길 13,127.336114,36.299771,관저2동,2,2.준상습
승용,2020,3,토,1,13,굿모닝마트,도마동,생활불편신고,대전 서구 배재로 90,127.371485,36.316545,도마2동,2,2.준상습
승용,2020,3,토,1,14,버거킹,관저동,안전신문고,대전 서구 구봉로147번길 68-12,127.338968,36.2993,관저2동,6,2.준상습
화물4톤이하,2020,3,토,1,22,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,3,토,1,22,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,3,토,1,23,마을회관,관저동,생활불편신고,대전 서구 관저로 83,127.332595,36.299778,관저2동,6,2.준상습
승용,2020,3,일,1,4,본만쥬,갈마동,생활불편신고,대전 서구 갈마역로 11,127.373509,36.351686,갈마1동,75,3.상습
승용,2020,3,일,1,4,본만쥬,갈마동,생활불편신고,대전 서구 갈마역로 11,127.373509,36.351686,갈마1동,75,3.상습
승용,2020,3,일,1,12,만년본가,만년동,생활불편신고,대전 서구 만년로18번길 28,127.374753,36.366121,만년동,1,1.일반
승용,2020,3,일,1,12,아르누보펠리스,탄방동,안전신문고,대전 서구 둔산중로 20,127.387261,36.348432,탄방동,35,3.상습
승용,2020,3,일,1,17,가수원클리닉,가수원동,안전신문고,대전 서구 계백로 1141,127.350045,36.304813,가수원동,23,3.상습
승용,2020,3,일,1,17,인어공주와연일왕자,월평동,안전신문고,대전 서구 월평중로 1,127.363713,36.354771,월평1동,37,3.상습
승용,2020,3,일,1,22,인어공주와연일왕자,월평동,안전신문고,대전 서구 월평중로 1,127.363713,36.354771,월평1동,37,3.상습
화물4톤이하,2020,3,일,1,23,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,3,일,1,23,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,3,월,0,18,금강P&C,만년동,생활불편신고,대전 서구 만년남로11번길 34,127.374762,36.366374,만년동,7,2.준상습
승용,2020,3,월,0,18,금강P&C,만년동,생활불편신고,대전 서구 만년남로11번길 34,127.374762,36.366374,만년동,7,2.준상습
승용,2020,3,월,0,20,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,3,월,0,22,스페이스편의점,관저동,생활불편신고,대전 서구 관저로129번길 3 1층,127.336119,36.29914,관저2동,15,3.상습
승용,2020,3,화,0,12,대전 온누리약국,관저동,안전신문고,대전 서구 관저동로90번길 16 리슈빌타워,127.342068,36.301336,관저2동,2,2.준상습
승용,2020,3,화,0,12,대전 온누리약국,관저동,안전신문고,대전 서구 관저동로90번길 16 리슈빌타워,127.342068,36.301336,관저2동,2,2.준상습
승용,2020,3,화,0,13,모담의원,가수원동,안전신문고,?대전광역시 서구 가수원동 1050,127.35008,36.30514261,가수원동,1,1.일반
승용,2020,3,화,0,15,낙지한마당,둔산1동,PDA,대전 서구 둔산로123번길 28 청림빌딩,127.387953,36.352581,둔산1동,4,2.준상습
승용,2020,3,화,0,15,리베라 아이누리 아파트,괴정동,안전신문고,대전 서구 용문로 41-80,127.388991,36.339482,괴정동,33,3.상습
승용,2020,3,화,0,15,리베라 아이누리 아파트,괴정동,안전신문고,대전 서구 용문로 41-80,127.388991,36.339482,괴정동,33,3.상습
화물4톤이하,2020,3,화,0,23,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,3,화,0,23,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,3,수,0,12,강남면옥,둔산동,안전신문고,대전 서구 둔산로123번길 15,127.387423,36.351992,둔산1동,2,2.준상습
승용,2020,3,수,0,12,고봉민김밥,관저동,안전신문고,대전 서구 관저로 172,127.341032,36.298788,관저2동,3,2.준상습
승용,2020,3,수,0,13,흥릉본가,정림동,안전신문고,대전 서구 계백로1286번길 36,127.366267,36.306369,정림동,1,1.일반
승용,2020,3,수,0,17,대전예닮교회,관저동,안전신문고,대전 서구 관저중로80번길 28,127.336943,36.299162,관저2동,3,2.준상습
승용,2020,3,수,0,17,대도집,월평동,생활불편신고,대전 서구 월평중로24번길 22,127.365159,36.356527,월평1동,73,3.상습
화물4톤이하,2020,3,목,0,1,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
화물4톤이하,2020,3,목,0,1,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,3,목,0,13,이비가짬뽕,둔산동,생활불편신고,대전 서구 둔산중로40번길 19 청암빌딩,127.387948,36.35031,둔산1동,3,2.준상습
화물4톤이하,2020,3,목,0,20,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,3,목,0,20,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,3,목,0,21,이비가짬뽕,월평동,안전신문고,대전 서구 월평중로3번길 12,127.363212,36.354714,월평1동,6,2.준상습
승용,2020,3,목,0,23,인어공주와연일왕자,월평동,안전신문고,대전 서구 월평중로 1,127.363713,36.354771,월평1동,37,3.상습
승용,2020,3,금,0,1,북새통,관저동,생활불편신고,대전 서구 관저중로80번길 45 (관저동) 1층,127.337515,36.299923,관저2동,24,3.상습
승용,2020,3,금,0,14,서울여성병원,둔산동,생활불편신고,대전 서구 문정로 7 진영빌딩,127.380589,36.345468,둔산2동,10,2.준상습
화물4톤이하,2020,3,토,1,1,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,3,토,1,1,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,3,토,1,13,사루참치,괴정동,생활불편신고,대전 서구 가장로 72-1,127.382836,36.335981,괴정동,15,3.상습
승용,2020,3,토,1,13,사루참치,괴정동,생활불편신고,대전 서구 가장로 72-1,127.382836,36.335981,괴정동,15,3.상습
승용,2020,3,토,1,14,하이플러스,탄방동,생활불편신고,대전 서구 둔산중로14번길 36,127.388849,36.347647,탄방동,1,1.일반
승용,2020,3,토,1,16,청담이상,탄방동,생활불편신고,대전 서구 둔산중로14번길 35 2층,127.38898,36.348044,탄방동,1,1.일반
화물4톤이하,2020,3,토,1,23,7번가피자,만년동,생활불편신고,대전 서구 만년남로3번길 1,127.376476,36.365328,만년동,28,3.상습
승용,2020,3,일,1,1,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
화물4톤이하,2020,3,일,1,1,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,3,일,1,8,25시순대,둔산동,안전신문고,대전 서구 둔산로 230,127.399496,36.351062,둔산3동,10,2.준상습
승용,2020,3,일,1,15,행복한곰탕,둔산동,안전신문고,대전 서구 둔산북로 36 110호,127.378359,36.355488,둔산2동,23,3.상습
승용,2020,3,일,1,15,고려안경원,둔산동,안전신문고,대전 서구 대덕대로 211 갤러리아타임월드백화점,127.378153,36.351972,둔산2동,35,3.상습
승용,2020,3,일,1,16,고려안경원,둔산동,안전신문고,대전 서구 대덕대로 211 갤러리아타임월드백화점,127.378153,36.351972,둔산2동,35,3.상습
승용,2020,3,일,1,16,고려안경원,둔산동,안전신문고,대전 서구 대덕대로 211 갤러리아타임월드백화점,127.378153,36.351972,둔산2동,35,3.상습
승용,2020,3,월,0,9,아트리뉴,둔산동,안전신문고,대전 서구 둔산남로 178 1층 아트리뉴,127.397285,36.348807,탄방동,1,1.일반
승용,2020,3,월,0,10,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,3,월,0,10,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,3,월,0,10,투나인,둔산동,생활불편신고,대전 서구 둔산로31번길 17 1층,127.377268,36.352526,둔산2동,19,3.상습
승용,2020,3,월,0,11,영일샷시,가장동,생활불편신고,대전 서구 들말5길 18,127.3859,36.328769,가장동,2,2.준상습
승용,2020,3,월,0,11,개나리공인중개사,탄방동,생활불편신고,대전 서구 문정로10번길 39 개나리아파트 105동,127.383133,36.344986,탄방동,9,2.준상습
승용,2020,3,월,0,14,둔산중학교,갈마동,안전신문고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,3,월,0,14,둔산중학교,갈마동,안전신문고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,3,월,0,21,뽑겟몬,관저동,생활불편신고,대전 서구 관저동로93번길 27,127.338626,36.300235,관저2동,2,2.준상습
화물4톤이하,2020,3,화,0,8,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,3,화,0,15,낙지한마리,둔산동,안전신문고,대전 서구 둔산로123번길 28 청림빌딩,127.387953,36.352581,둔산1동,4,2.준상습
승용,2020,3,화,0,16,고려안경원,둔산동,안전신문고,대전 서구 대덕대로 211 갤러리아타임월드백화점,127.378153,36.351972,둔산2동,35,3.상습
승용,2020,3,화,0,17,행복한곰탕,둔산동,안전신문고,대전 서구 둔산북로 36 110호,127.378359,36.355488,둔산2동,23,3.상습
승용,2020,3,화,0,18,선사인혜요양병원,월평동,안전신문고,대전 서구 대덕대로317번길 26,127.377911,36.361334,월평2동,23,3.상습
승용,2020,3,화,0,22,보브헤어,탄방동,안전신문고,대전 서구 문정로10번길 39,127.383032,36.345012,탄방동,26,3.상습
승용,2020,4,수,0,0,아쿠아이즈,갈마동,생활불편신고,대전 서구 갈마로 68,127.369195,36.346427,갈마1동,3,2.준상습
승용,2020,4,수,0,2,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,4,수,0,11,개나리 공인중개사,탄방동,생활불편신고,대전 서구 문정로10번길 39 개나리아파트 105동,127.383133,36.344986,탄방동,9,2.준상습
승용,2020,4,수,0,11,개나리 공인중개사,탄방동,생활불편신고,대전 서구 문정로10번길 39 개나리아파트 105동,127.383133,36.344986,탄방동,9,2.준상습
승용,2020,4,수,0,11,개나리 공인중개사,탄방동,생활불편신고,대전 서구 문정로10번길 39 개나리아파트 105동,127.383133,36.344986,탄방동,9,2.준상습
승용,2020,4,수,0,13,굿모닝마트,도마동,생활불편신고,대전 서구 배재로 90,127.371485,36.316545,도마2동,2,2.준상습
승용,2020,4,수,0,15,둔산반점,둔산동,생활불편신고,대전 서구 둔산중로78번길 30,127.388459,36.353332,둔산1동,8,2.준상습
승용,2020,4,수,0,22,대전새길교회,탄방동,안전신문고,대전 서구 계룡로509번길 12,127.381676,36.344645,탄방동,17,3.상습
승용,2020,4,목,0,1,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,4,목,0,1,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,4,목,0,11,새길교회,탄방동,생활불편신고,대전 서구 계룡로509번길 12,127.381676,36.344645,탄방동,17,3.상습
승용,2020,4,목,0,19,대도집,월평동,안전신문고,대전 서구 월평중로24번길 22,127.365159,36.356527,월평1동,73,3.상습
승용,2020,4,목,0,22,대전새길교회,탄방동,안전신문고,대전 서구 계룡로509번길 12,127.381676,36.344645,탄방동,17,3.상습
승용,2020,4,금,0,4,둔산중학교,둔산동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,4,금,0,4,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,4,금,0,12,대전새길교회,탄방동,생활불편신고,대전 서구 계룡로509번길 12,127.381676,36.344645,탄방동,17,3.상습
승용,2020,4,금,0,12,대전새길교회,탄방동,생활불편신고,대전 서구 계룡로509번길 12,127.381676,36.344645,탄방동,17,3.상습
승용,2020,4,금,0,12,대전새길교회,탄방동,생활불편신고,대전 서구 계룡로509번길 12,127.381676,36.344645,탄방동,17,3.상습
승용,2020,4,금,0,13,할리스커피,괴정동,생활불편신고,대전 서구 용문로 41-80,127.388991,36.339482,괴정동,33,3.상습
승용,2020,4,금,0,16,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,4,금,0,16,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,4,금,0,18,대도집,월평동,안전신문고,대전 서구 월평중로24번길 22,127.365159,36.356527,월평1동,73,3.상습
승용,2020,4,금,0,19,향우부동산,도마동,생활불편신고,대전 서구 도마로 60 삼정하이츠,127.376921,36.322062,도마1동,24,3.상습
승용,2020,4,금,0,21,양연화로,관저동,생활불편신고,대전 서구 구봉로147번길 87,127.338203,36.300269,관저2동,2,2.준상습
승용,2020,4,금,0,21,드림안경,관저동,생활불편신고,대전 서구 관저로 157,127.339747,36.299349,관저2동,34,3.상습
승용,2020,4,금,0,22,초록마을,복수동,생활불편신고,대전 서구 복수동로 65 102호,127.37879,36.298396,복수동,14,3.상습
승용,2020,4,토,1,13,탑마트,도마동,생활불편신고,대전 서구 배재로 186,127.370593,36.325012,도마1동,1,1.일반
승용,2020,4,토,1,16,동림아크릴,월평동,안전신문고,대전 서구 월평중로4번길 19,127.365049,36.354877,월평1동,1,1.일반
승용,2020,4,토,1,18,신한은행,관저동,안전신문고,대전 서구 관저로 157 하이존,127.339747,36.299349,관저2동,34,3.상습
승용,2020,4,토,1,20,가수원클리닉,가수원동,생활불편신고,대전 서구 계백로 1141,127.350045,36.304813,가수원동,23,3.상습
승용,2020,4,토,1,21,개나리공인중개사,탄방동,안전신문고,대전 서구 문정로10번길 39 개나리아파트 105동,127.383133,36.344986,탄방동,9,2.준상습
승용,2020,4,토,1,22,인어공주연일왕자,월평동,안전신문고,대전 서구 월평중로 1,127.363713,36.354771,월평1동,37,3.상습
승용,2020,4,토,1,23,금복주택,월평동,생활불편신고,대전 서구 월평중로24번길 22,127.365159,36.356527,월평1동,73,3.상습
승용,2020,4,일,1,2,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,4,일,1,2,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,4,일,1,10,25시순대,둔산동,안전신문고,대전 서구 둔산로 230,127.399496,36.351062,둔산3동,10,2.준상습
승용,2020,4,일,1,20,북새통,관저동,안전신문고,대전 서구 관저중로80번길 45 (관저동) 1층,127.337515,36.299923,관저2동,24,3.상습
승용,2020,4,일,1,23,본만쥬,갈마동,생활불편신고,대전 서구 갈마역로 11,127.373509,36.351686,갈마1동,75,3.상습
승용,2020,4,월,0,0,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,4,월,0,0,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,4,월,0,21,공차,둔산동,생활불편신고,대전 서구 둔산로31번길 13 공차매장,127.37727,36.352337,둔산2동,4,2.준상습
승용,2020,4,화,0,1,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,4,화,0,1,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,4,화,0,3,또바기순대,갈마동,생활불편신고,대전 서구 갈마로 70,127.369254,36.346121,갈마1동,9,2.준상습
승용,2020,4,화,0,11,대전새길교회,탄방동,생활불편신고,대전 서구 계룡로509번길 12,127.381676,36.344645,탄방동,17,3.상습
승용,2020,4,화,0,17,굿모닝마트,변동,생활불편신고,대전 서구 도마로 59,127.376716,36.32262,변동,3,2.준상습
화물4톤이하,2020,4,화,0,19,25시순대,둔산동,안전신문고,대전 서구 둔산로 230,127.399496,36.351062,둔산3동,10,2.준상습
승용,2020,4,화,0,19,둔산성광교회,둔산동,안전신문고,대전 서구 문정로170번길 59,127.399139,36.349664,둔산3동,3,2.준상습
승용,2020,4,화,0,19,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,4,화,0,19,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,4,수,0,4,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,4,수,0,4,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,4,수,0,15,장군부대찌개,둔산동,안전신문고,대전 서구 둔산중로40번길 20,127.387939,36.350003,둔산1동,9,2.준상습
승용,2020,4,수,0,15,법조빌딩,둔산동,안전신문고,대전 서구 둔산중로78번길 30,127.388459,36.353332,둔산1동,8,2.준상습
승용,2020,4,목,0,1,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,4,목,0,1,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,4,목,0,9,홍가닭,탄방동,생활불편신고,대전 서구 문정로10번길 39,127.383032,36.345012,탄방동,26,3.상습
승용,2020,4,목,0,9,홍가닭,탄방동,생활불편신고,대전 서구 문정로10번길 39,127.383032,36.345012,탄방동,26,3.상습
승용,2020,4,목,0,19,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,4,목,0,19,둔산중학교,갈마동,생활불편신고,대전 서구 갈마역로25번길 70,127.372204,36.353292,갈마1동,315,3.상습
승용,2020,4,금,0,0,대도집,월평동,생활불편신고,대전 서구 월평중로24번길 22,127.365159,36.356527,월평1동,73,3.상습
